Literaturverwaltung mit Citavi für Forschende / Reference management with Citavi for scientists,Veranstaltung für Teilnehmende ohne Citavi-Vorkenntnisse.Das Verwalten von Quellen und Zitaten für die wissenschaftliche Arbeit erfordert viel Aufmerksamkeit und Sorgfalt. Programme zur Literaturverwaltung können hier helfen. In diesem Workshop erlernen Sie den Umgang mit dem Programm Citavi.    Wie recherchiere ich Literatur in Literaturverwaltungsprogrammen?    Wie importiere ich Titeldaten und Dokumente?    Wie strukturiere ich Literatur anhand einer Gliederung?    Wie erstelle ich Wissenselemente wie z.B. Bildzitate aus PDFs?    etc..,;284;;;;;;;;;;,Universitätsbibliothek,WiSe 2022/23,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/91/b0/c8/40/c4/b5/11/ed/98/89/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/3d/c3/a8/20/c4/b9/11/ed/85/b8/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/4e/39/fb/50/c4/b9/11/ed/bd/13/00/50/56/bd/73/ae;
Literaturrecherche für Forschende / Literature research für scientists,"In diesem Workshop lernen Forschende Werkzeuge kennen, um thematische Literatur zu Ihrem Forschungsschwerpunkt zu finden.    Wie kann ich einen Recherchestrategieplan erstellen?    Wie wähle ich das passende Rechercheinstrument für meine Suchanfrage aus?    Wie halte mich über Neuerscheinungen in meinem Forschungsgebiet auf dem Laufenden?    Wie kann ich meine Treffer bewerten?    Wie verwalte ich die gefundene Literatur?Antworten auf diese Fragen erhalten Sie im Workshop und können Ihre neuen Kenntnisse direkt an praxisnahen Beispielen anwenden.",;284;;;;;;;;;;,Universitätsbibliothek,WiSe 2022/23,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/74/64/e4/c0/c4/b4/11/ed/88/1f/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/97/99/a6/60/c4/b4/11/ed/a8/13/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ba/60/e6/e0/c4/b9/11/ed/a5/78/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/e7/08/7b/40/c4/b9/11/ed/97/30/00/50/56/bd/73/ae;
Crash Course: Deep Learning,,;391;;;;;;;;;;,E-Learning,SoSe 2022,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/20/56/84/c0/01/db/11/ed/88/c8/00/50/56/bd/73/ad;
Technische Mechanik - Spannung,,;391;;;;;;;;;;,E-Learning,WiSe 2021/22,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/09/0b/13/20/01/e6/11/ed/87/d4/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/34/9c/07/60/01/e6/11/ed/8e/19/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/8b/eb/1a/60/01/e6/11/ed/95/46/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/2e/ed/4c/10/01/e7/11/ed/94/b2/00/50/56/bd/73/ae;
Höhere Mathematik I,,;76;;;;;;;;;;,Mathematik,WiSe 2020/21,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/df/3b/44/50/17/83/11/eb/b3/7a/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/5e/8e/79/30/19/22/11/eb/90/e7/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a9/1f/55/50/1a/9e/11/eb/82/d5/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/76/94/7d/90/1a/9e/11/eb/90/0e/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/f3/85/a9/f0/17/83/11/eb/9a/5e/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/43/53/5e/e0/1a/82/11/eb/88/d6/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/c2/fd/f3/f0/1a/9e/11/eb/b3/c5/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/8a/39/a2/80/1a/9e/11/eb/a3/9f/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/76/02/74/70/1e/88/11/eb/89/66/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/06/c5/bd/20/24/09/11/eb/89/95/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/c4/11/65/30/2d/75/11/eb/88/b8/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/d2/bc/35/40/2d/77/11/eb/a8/b5/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/0e/37/67/b0/3a/0d/11/eb/b5/10/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/1e/bf/bc/40/3a/0d/11/eb/b2/1f/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/f3/fd/a1/00/3a/1d/11/eb/9a/07/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a8/78/6c/b0/3f/9a/11/eb/9c/d7/00/50/56/bd/73/ad;
Analysis I,,;76;;;;;;;;;;,Mathematik,WiSe 2020/21,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/c0/0a/48/20/e2/03/11/ea/ac/b0/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/cf/61/1a/d0/14/f6/11/eb/9d/11/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/17/b7/91/90/e2/d1/11/ea/86/9c/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ef/52/4a/30/14/f6/11/eb/83/36/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/e3/89/52/b0/e5/f4/11/ea/9c/df/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/20/fc/53/40/e7/62/11/ea/9a/9a/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/f7/6f/4f/e0/e7/62/11/ea/94/f2/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/48/6e/e6/d0/e7/7c/11/ea/aa/c8/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/d3/9a/8b/90/e8/50/11/ea/93/91/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/55/05/e4/30/eb/72/11/ea/9d/fa/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/30/d1/ec/c0/34/89/11/eb/9a/2a/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/bc/94/aa/00/eb/72/11/ea/84/a7/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/e5/27/9f/60/ed/05/11/ea/92/7b/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/d0/a2/85/40/ed/06/11/ea/be/42/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a1/ea/8d/b0/ee/96/11/ea/96/d7/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a1/30/39/00/f0/f4/11/ea/a2/f5/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/df/77/de/10/f0/f5/11/ea/98/59/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/47/ed/dd/20/f3/47/11/ea/bc/a8/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/03/da/bb/40/f3/6e/11/ea/a9/5b/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/15/d3/21/f0/f3/6b/11/ea/97/a0/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/f1/8f/d3/60/03/b9/11/eb/80/76/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/38/b4/56/50/01/56/11/eb/b3/ec/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/8b/8f/50/e0/01/57/11/eb/83/6e/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/5d/80/bd/00/01/58/11/eb/ad/ee/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/fa/8b/60/00/01/58/11/eb/b5/8f/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/27/8a/3a/20/14/f7/11/eb/b7/c3/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/aa/ce/0a/40/12/9c/11/eb/a6/51/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/6d/d4/d2/c0/18/70/11/eb/94/17/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/76/7c/47/40/01/5b/11/eb/ad/07/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/5a/fa/b6/f0/14/f7/11/eb/a8/63/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/05/9f/f4/80/01/5c/11/eb/94/43/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/81/0a/3a/e0/03/b4/11/eb/91/7c/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/65/28/c1/30/17/59/11/eb/8c/b2/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a9/6b/4b/f0/03/b4/11/eb/99/1d/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/9f/34/b0/00/14/f7/11/eb/99/9c/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/c4/24/e1/40/03/b4/11/eb/8f/29/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/e1/c7/65/b0/03/b4/11/eb/83/d4/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/d3/89/05/b0/12/9d/11/eb/b8/7e/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/c6/87/d3/80/14/f7/11/eb/b3/4d/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ae/78/b0/d0/12/9e/11/eb/b7/4c/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/03/ee/35/c0/14/f8/11/eb/8f/93/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/59/fa/7b/a0/12/9f/11/eb/ba/a6/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/42/de/ba/70/14/f8/11/eb/bc/5c/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/86/fe/d6/00/12/9f/11/eb/b2/9a/00/50/56/bd/73/ae;
"Workshop ""Literaturverwaltung mit EndNote für Einsteiger""",Veranstaltung für Teilnehmer/innen ohne EndNote-Vorkenntnisse.Anhand von praktischen Übungen werden die Grundfunktionen des Programms erläutert:    Möglichkeiten zum Datenimport bei der Literaturrecherche    Verwaltung der Quellen im Programm    Zitation im SchreibprogrammAls Angehörige/r der TU Darmstadt können Sie mittels Campuslizenz auf die Vollversion des Programms zugreifen:https://www.ulb.tu-darmstadt.de/service/literaturverwaltung_start/endnote_ulb/endnote.de.jsp#wie_erhalten_sie,;284;;;;;;;;;;,Universitätsbibliothek,SoSe 2020,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/c5/31/e9/90/fa/49/11/e9/a0/5c/00/50/56/bd/73/ae;
"Workshop ""Patente, Marken & Co. Wie schütze ich meine Ideen?""",,;284;;;;;;;;;;,Universitätsbibliothek,SoSe 2020,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/9c/7a/8f/60/22/4f/11/ea/9b/a7/00/50/56/bd/73/ae;
"Coffee Lecture ""Digitales Publizieren an der TU Darmstadt""","Coffee Lectures sind Kurzvorträge der ULB zu Themen rund um wissenschaftliches Arbeiten. Die Coffee Lecture ""Digitales Publizieren""stellt das institutionelle Repositorium TUprints, den Zeitschriften-Hosting-Dienst TUjournals und den Publikationsfonds vor. Zum Schluss wird das Thema ""Predatory Publishing"" (Raubverlage, unseriöse Zeitschriften) behandelt.",;374;;;;;;;;;;,,NoSemesterGiven,;
"Workshop ""Entscheidungshilfe Literaturverwaltungsprogramme""","Schluss mit Zettelwirtschaft, verlorenen Zitaten und mühsam erstellten Literaturverzeichnissen!Im Laufe Ihres Studiums werden zahlreiche Publikationen gewälzt. Ohne effiziente Organisation und Verwaltung kann sehr schnell der Überblick verloren gehen.Unabhängig vom Fachgebiet helfen Ihnen Literaturverwaltungsprogramme dabei, den Überblick über die Literatur zu Ihrer wissenschaftlichen Arbeit zu behalten, Literaturnachweise und Zitate schnell und vollständig zu erfassen, bibliographische Daten, Zitate, Notizen zeitsparend zu editieren, zu ordnen, auszuwerten und jederzeit wiederzufinden.",;284;;;;;;;;;;,Universitätsbibliothek,SoSe 2019,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/19/48/1c/20/fe/38/11/e8/82/10/00/50/56/bd/73/ad;
"Coffee Lecture ""Autorenrechte - worauf sollten Sie achten?""","Coffee Lectures sind Kurzvorträge der ULB zu Themen rund um wissenschaftliches Arbeiten. In der Coffee Lecture ""Autorenrechte"" wird alles wichtige rund um das Thema ""Autorenrechte"" behandelt. Nach einer Definition der Urheber-Persönlichkeitsrechte und der Urheber-Verwertungsrechte folgen Einblicke in die Thematik ""Rechteübertragung beim Abschluss von Verträgen"" und das Zweitveröffentlichungsrecht.",;374;;;;;;;;;;,,NoSemesterGiven,;
Impulse-Workshop „Digitales Publizieren und gute wissenschaftliche Praxis“,"Der Workshop bietet einen Überblick über das Thema ""Open Access (OA) und Digitales Publizieren an der TU Darmstadt"". Zunächst werden die Leitlinien der Deutschen Forschungsgemeinschaft zur guten wissenschaftlichen Praxis erläutert.  Es folgt eine kurze Definition des Begriffes ""OA"" und eine Vorstellung der OA-Policy der TU. Weiterhin werden die entsprechenden Unterstützungsangebote der Universitäts- und Landesbibliothek Darmstadt präsentiert und die Themen ""Autorenrechte"" und ""CC-Lizenzen"" behandelt. Zum Schluss wird die Promotionsordnung der TU und das Thema Autorenidentifikation vorgestellt.",;374;;;;;;;;;;,,NoSemesterGiven,;
Ingenium-Workshop Digitales Publizieren,"Der Ingenium-Workshop ""Digitales Publizieren"" führt in das Thema ""Open Access (OA) an der TU Darmstadt"" ein. Nach einer Definition von OA und seinen Vorteilen werden Autorenrechte und die Rechteübertragung beim Abschluss von Verträgen mit Verlagen und Repositorien behandelt. Anschließend folgen eine Vorstellung der Vorgaben von Forschungsförderern bzgl. OA und eine Erläuterung der OA-Policy der TU. Nach einer kurzen Einführung in das Thema ""Predatory Publishing"" (Raubverlage, unseriöse Zeitschriften), werden zum Abschluss Fördermöglichkeiten beim beim OA-Publizieren präsentiert.",;339;374;;;;;;;;;,,NoSemesterGiven,;
